p2p-Gnutella25,1,128,DPC-CPU,22687,54705,13039006,1289823,8241,110
p2p-Gnutella25,10,128,DPC-CPU,22687,54705,13226538,1226103,4803,86
p2p-Gnutella25,100,128,DPC-CPU,22687,54705,13222182,1298943,7287,78
p2p-Gnutella25,1000,128,DPC-CPU,22687,54705,13098766,1308989,5591,118
p2p-Gnutella25,10000,128,DPC-CPU,22687,54705,13239000,1308775,5590,76
p2p-Gnutella25,1,64,DPC-CPU,22687,54705,13003234,1851650,5805,67
p2p-Gnutella25,10,64,DPC-CPU,22687,54705,13261303,1861012,4188,70
p2p-Gnutella25,100,64,DPC-CPU,22687,54705,13128725,1843204,4287,72
p2p-Gnutella25,1000,64,DPC-CPU,22687,54705,13137088,1842638,3441,57
p2p-Gnutella25,10000,64,DPC-CPU,22687,54705,13092678,1839838,3592,59
p2p-Gnutella25,1,16,DPC-CPU,22687,54705,13320303,5902003,4551,78
p2p-Gnutella25,10,16,DPC-CPU,22687,54705,13091666,5893973,5221,73
p2p-Gnutella25,100,16,DPC-CPU,22687,54705,13224715,5867345,7876,118
p2p-Gnutella25,1000,16,DPC-CPU,22687,54705,13145944,5927438,3701,76
p2p-Gnutella25,10000,16,DPC-CPU,22687,54705,13100505,5838092,9927,73
p2p-Gnutella25,1,8,DPC-CPU,22687,54705,13056262,11347222,5506,75
p2p-Gnutella25,10,8,DPC-CPU,22687,54705,13099536,11853494,11139,157
p2p-Gnutella25,100,8,DPC-CPU,22687,54705,13217194,11361321,5615,116
p2p-Gnutella25,1000,8,DPC-CPU,22687,54705,13074898,11462404,4605,75
p2p-Gnutella25,10000,8,DPC-CPU,22687,54705,13166543,11457572,5350,77
p2p-Gnutella25,1,1,DPC-CPU,22687,54705,13131685,57849335,5317,53
p2p-Gnutella25,10,1,DPC-CPU,22687,54705,13169278,57808787,5680,53
p2p-Gnutella25,100,1,DPC-CPU,22687,54705,13129366,57688218,7186,52
p2p-Gnutella25,1000,1,DPC-CPU,22687,54705,13065741,57772360,7320,53
p2p-Gnutella25,10000,1,DPC-CPU,22687,54705,13101105,57367742,5666,54
