email-enron,1,128,DPC-CPU,36692,183831,20223743,2667090,14302,173
email-enron,10,128,DPC-CPU,36692,183831,20384507,2706683,13929,187
email-enron,100,128,DPC-CPU,36692,183831,20217142,2769140,12652,141
email-enron,1000,128,DPC-CPU,36692,183831,20445094,2751110,12731,160
email-enron,10000,128,DPC-CPU,36692,183831,20291016,2746843,14145,188
email-enron,1,64,DPC-CPU,36692,183831,20361302,4196952,10940,117
email-enron,10,64,DPC-CPU,36692,183831,20213916,4172672,10276,122
email-enron,100,64,DPC-CPU,36692,183831,20434463,4175738,21721,143
email-enron,1000,64,DPC-CPU,36692,183831,20333602,4148632,8236,100
email-enron,10000,64,DPC-CPU,36692,183831,20228128,4174490,20743,233
email-enron,1,16,DPC-CPU,36692,183831,20529030,13917644,7994,100
email-enron,10,16,DPC-CPU,36692,183831,20210626,13705946,17317,129
email-enron,100,16,DPC-CPU,36692,183831,20387068,13702567,13430,136
email-enron,1000,16,DPC-CPU,36692,183831,20242437,13992407,6435,123
email-enron,10000,16,DPC-CPU,36692,183831,20530278,13658239,7158,104
email-enron,1,8,DPC-CPU,36692,183831,20315433,27677915,9187,127
email-enron,10,8,DPC-CPU,36692,183831,20225184,27707452,8328,219
email-enron,100,8,DPC-CPU,36692,183831,20466669,27521332,11962,219
email-enron,1000,8,DPC-CPU,36692,183831,20430221,27719836,13391,222
email-enron,10000,8,DPC-CPU,36692,183831,20522010,26891107,9712,138
email-enron,1,1,DPC-CPU,36692,183831,20402542,105369616,10685,100
email-enron,10,1,DPC-CPU,36692,183831,20383938,104673831,10764,98
email-enron,100,1,DPC-CPU,36692,183831,20556510,104524865,10892,117
email-enron,1000,1,DPC-CPU,36692,183831,20371223,105445858,7491,98
email-enron,10000,1,DPC-CPU,36692,183831,20425135,103639867,8088,100
