brightkite,1,128,DPC-CPU,58228,214078,96801488,11156434,27365,195
brightkite,10,128,DPC-CPU,58228,214078,96472462,11448298,28228,258
brightkite,100,128,DPC-CPU,58228,214078,97060722,10815212,33048,237
brightkite,1000,128,DPC-CPU,58228,214078,96290864,10995749,35488,283
brightkite,10000,128,DPC-CPU,58228,214078,95982509,11058704,31720,350
brightkite,1,64,DPC-CPU,58228,214078,97042967,18660620,23925,210
brightkite,10,64,DPC-CPU,58228,214078,95701638,19487422,17458,219
brightkite,100,64,DPC-CPU,58228,214078,96569435,17373215,22849,198
brightkite,1000,64,DPC-CPU,58228,214078,97641780,18166895,49222,266
brightkite,10000,64,DPC-CPU,58228,214078,96863790,18743516,25090,251
brightkite,1,16,DPC-CPU,58228,214078,96890715,62666070,24772,247
brightkite,10,16,DPC-CPU,58228,214078,96800163,70092301,38390,565
brightkite,100,16,DPC-CPU,58228,214078,96070861,69580284,39498,478
brightkite,1000,16,DPC-CPU,58228,214078,96653635,62566321,30574,222
brightkite,10000,16,DPC-CPU,58228,214078,95911186,66467760,45317,403
brightkite,1,8,DPC-CPU,58228,214078,96384931,136972987,33848,234
brightkite,10,8,DPC-CPU,58228,214078,96445492,128807415,35611,220
brightkite,100,8,DPC-CPU,58228,214078,96131411,122275261,34895,519
brightkite,1000,8,DPC-CPU,58228,214078,96744189,130749769,35375,399
brightkite,10000,8,DPC-CPU,58228,214078,97338748,129963932,34047,292
brightkite,1,1,DPC-CPU,58228,214078,97139624,516221443,27949,191
brightkite,10,1,DPC-CPU,58228,214078,96274508,508673886,27913,161
brightkite,100,1,DPC-CPU,58228,214078,96939558,519660176,19658,170
brightkite,1000,1,DPC-CPU,58228,214078,97003581,523283785,19123,160
brightkite,10000,1,DPC-CPU,58228,214078,96210033,518289324,26385,160
