slashdot,1,128,SPU-CPU,51083,140778,11781444,9243749
slashdot,10,128,SPU-CPU,51083,140778,10995838,9207869
slashdot,100,128,SPU-CPU,51083,140778,9767675,8499413
slashdot,1000,128,SPU-CPU,51083,140778,10683926,9036955
slashdot,10000,128,SPU-CPU,51083,140778,11330540,8851535
slashdot,1,64,SPU-CPU,51083,140778,8569729,8308922
slashdot,10,64,SPU-CPU,51083,140778,8583228,8306603
slashdot,100,64,SPU-CPU,51083,140778,8740085,8206604
slashdot,1000,64,SPU-CPU,51083,140778,8676379,8339627
slashdot,10000,64,SPU-CPU,51083,140778,8806774,8524581
slashdot,1,16,SPU-CPU,51083,140778,26373306,26220450
slashdot,10,16,SPU-CPU,51083,140778,26016018,26534868
slashdot,100,16,SPU-CPU,51083,140778,26950786,26558007
slashdot,1000,16,SPU-CPU,51083,140778,27253049,26097127
slashdot,10000,16,SPU-CPU,51083,140778,26111953,25758907
slashdot,1,8,SPU-CPU,51083,140778,53513148,53489363
slashdot,10,8,SPU-CPU,51083,140778,52805676,53873616
slashdot,100,8,SPU-CPU,51083,140778,53766539,53984493
slashdot,1000,8,SPU-CPU,51083,140778,53181553,52615790
slashdot,10000,8,SPU-CPU,51083,140778,52326992,57195561
slashdot,1,1,SPU-CPU,51083,140778,412329796,412402256
slashdot,10,1,SPU-CPU,51083,140778,417404979,416200845
slashdot,100,1,SPU-CPU,51083,140778,396870984,397178129
slashdot,1000,1,SPU-CPU,51083,140778,401568064,404011783
slashdot,10000,1,SPU-CPU,51083,140778,396451871,396275701
