PGPgiantcompo,1,128,DPC-CPU,10680,24316,3910160,292987,1805,37
PGPgiantcompo,10,128,DPC-CPU,10680,24316,3989235,335875,2245,29
PGPgiantcompo,100,128,DPC-CPU,10680,24316,3995281,286737,1792,37
PGPgiantcompo,1000,128,DPC-CPU,10680,24316,4053178,338242,2602,36
PGPgiantcompo,10000,128,DPC-CPU,10680,24316,4022582,314910,2683,37
PGPgiantcompo,1,64,DPC-CPU,10680,24316,4095892,258119,1213,35
PGPgiantcompo,10,64,DPC-CPU,10680,24316,3975285,267588,2027,36
PGPgiantcompo,100,64,DPC-CPU,10680,24316,4054716,284192,1401,30
PGPgiantcompo,1000,64,DPC-CPU,10680,24316,4055769,270525,1118,28
PGPgiantcompo,10000,64,DPC-CPU,10680,24316,3991505,293296,2789,36
PGPgiantcompo,1,16,DPC-CPU,10680,24316,4134872,683990,1086,29
PGPgiantcompo,10,16,DPC-CPU,10680,24316,3966186,678831,1873,28
PGPgiantcompo,100,16,DPC-CPU,10680,24316,3976215,685565,2016,29
PGPgiantcompo,1000,16,DPC-CPU,10680,24316,3940485,675682,1141,28
PGPgiantcompo,10000,16,DPC-CPU,10680,24316,3972563,689747,1709,29
PGPgiantcompo,1,8,DPC-CPU,10680,24316,3974927,1344583,1716,28
PGPgiantcompo,10,8,DPC-CPU,10680,24316,3950056,1343825,1368,30
PGPgiantcompo,100,8,DPC-CPU,10680,24316,3953368,1341714,1666,28
PGPgiantcompo,1000,8,DPC-CPU,10680,24316,3936611,1346645,1579,29
PGPgiantcompo,10000,8,DPC-CPU,10680,24316,3952033,1347640,1378,29
PGPgiantcompo,1,1,DPC-CPU,10680,24316,3981771,8516138,2777,26
PGPgiantcompo,10,1,DPC-CPU,10680,24316,3923799,8374128,2793,26
PGPgiantcompo,100,1,DPC-CPU,10680,24316,3923837,8537651,2951,27
PGPgiantcompo,1000,1,DPC-CPU,10680,24316,3886791,8358611,2940,26
PGPgiantcompo,10000,1,DPC-CPU,10680,24316,3926900,8480384,2659,26
