./datasets/p2p-Gnutella25.in,128,19062947,10,9229,140,2189409,80,2197529,4396390
./datasets/p2p-Gnutella25.in,128,19367722,100,17427,134,2351824,99,2380698,4750185
./datasets/p2p-Gnutella25.in,128,18668471,1000,37073,133,2020915,338,2074657,4133118
./datasets/p2p-Gnutella25.in,128,18619454,10000,186757,249,2261938,2583,2013565,4465095
./datasets/p2p-Gnutella25.in,64,19607208,10,5499,118,2488662,5,2358506,4852793
./datasets/p2p-Gnutella25.in,64,19286411,100,8340,124,2179892,94,2124762,4313215
./datasets/p2p-Gnutella25.in,64,18868497,1000,26715,121,2157901,261,1775207,3960208
./datasets/p2p-Gnutella25.in,64,18740176,10000,245231,119,2269830,1585,2052286,4569054
./datasets/p2p-Gnutella25.in,16,21212111,10,1859,115,3366850,2,3379401,6748229
./datasets/p2p-Gnutella25.in,16,21286804,100,8211,113,3450285,32,3419489,6878132
./datasets/p2p-Gnutella25.in,16,21602694,1000,68369,115,3391954,137,3588162,7048739
./datasets/p2p-Gnutella25.in,16,21291094,10000,675995,116,3358565,942,4091448,8127068
./datasets/p2p-Gnutella25.in,4,35090129,10,3419,119,12122119,2,12162415,24288076
./datasets/p2p-Gnutella25.in,4,34801171,100,27302,112,12980381,35,13400793,26408626
./datasets/p2p-Gnutella25.in,4,34933335,1000,261934,112,12165186,126,12184932,24612292
./datasets/p2p-Gnutella25.in,4,34654937,10000,2608366,112,11965033,942,14451280,29025736
./datasets/p2p-Gnutella25.in,1,61519863,10,10547,112,41853323,0,41886661,83750646
./datasets/p2p-Gnutella25.in,1,62356226,100,103874,112,42203771,13,42381236,84689009
./datasets/p2p-Gnutella25.in,1,62257991,1000,1050768,112,42101462,53,42440281,85592678
./datasets/p2p-Gnutella25.in,1,61559553,10000,10487140,117,43872953,386,46833652,101194250
