359292,226662
378351,224653
377014,219110
390808,297213
354317,302877
339441,313651
376412,331324
340265,371066
800532,720159
799697,742748
801159,812370
780714,1089204
2679145,2715384
2675979,2729058
2665869,3088325
2692392,4031612
9724082,9900315
9804215,10242371
9687144,10682399
9685559,13199549
