6208186,6134258
6234003,6138430
6067288,6219778
6085958,6615156
7495960,6153430
7808493,5927990
7451158,5778409
7889204,6170606
12728735,12378797
12492929,12275321
12398458,12535002
12446121,15401524
46818051,47075015
46883046,47086668
46506962,47376253
46487922,55222049
179114065,178486226
180066427,180532049
179461486,181303018
180155378,191643422
